"";"ID";"Age";"Gender";"Education";"Country";"Ethnicity";"NScore";"EScore";"OScore";"AScore";"CScore";"Alcohol";"Amphet";"Amyl";"Benzos";"Caff";"Cannabis";"Choc";"Cokes";"Crack";"Ecstasy";"Heroin";"Ketamine";"Legalh";"LSD";"Meth";"Mushrooms";"Nicotine";"Semer";"VSA";"alcohol_user";"ecstasy_user";"cannabis_user";"stimulating_user"
"1165";1168;"25-34";"Male";"University degree";"USA";"White";"Low";"Very Low";"Average";"Low";"Average";"Used in Last Week";"Used over a Decade Ago";"Never Used";"Never Used";"Used in Last Day";"Used in Last Day";"Used in Last Day";"Never Used";"Never Used";"Used in Last Month";"Never Used";"Never Used";"Used in Last Decade";"Used in Last Month";"Never Used";"Used in Last Month";"Used over a Decade Ago";"Never Used";"Never Used";1;1;1;0
"1166";1169;"18-24";"Male";"Left school at 18 years";"USA";"White";"Low";"Low";"High";"Low";"Very Low";"Used in Last Day";"Used in Last Decade";"Never Used";"Never Used";"Used in Last Day";"Used in Last Day";"Used in Last Week";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Used in Last Month";"Never Used";"Used in Last Year";"Used in Last Year";"Used in Last Decade";"Never Used";"Never Used";1;0;1;0
"1167";1170;"45-54";"Male";"Professional certificate/ diploma";"USA";"White";"Low";"Low";"Average";"Very Low";"Very Low";"Used in Last Week";"Used in Last Day";"Used in Last Decade";"Used in Last Year";"Used in Last Day";"Used in Last Decade";"Used in Last Day";"Used over a Decade Ago";"Never Used";"Never Used";"Never Used";"Used in Last Decade";"Never Used";"Used in Last Decade";"Used in Last Year";"Used in Last Decade";"Used over a Decade Ago";"Never Used";"Never Used";1;0;0;1
"1168";1171;"35-44";"Female";"University degree";"USA";"White";"Very Low";"Average";"High";"Average";"Low";"Used in Last Day";"Never Used";"Never Used";"Never Used";"Used in Last Day";"Used in Last Year";"Used in Last Day";"Used in Last Decade";"Never Used";"Used in Last Decade";"Used over a Decade Ago";"Used in Last Decade";"Never Used";"Used over a Decade Ago";"Never Used";"Used in Last Decade";"Used in Last Week";"Never Used";"Never Used";1;0;1;0
"1169";1172;"35-44";"Male";"Some college or university, no certificate or degree";"USA";"White";"Low";"Low";"Average";"Low";"Low";"Used in Last Year";"Never Used";"Never Used";"Used in Last Week";"Used in Last Day";"Used in Last Day";"Used in Last Week";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Used over a Decade Ago";"Used in Last Day";"Used in Last Decade";"Used in Last Day";"Never Used";"Used over a Decade Ago";1;0;1;0
"1170";1173;"18-24";"Male";"Some college or university, no certificate or degree";"USA";"White";"Very Low";"Low";"Low";"Average";"Average";"Used in Last Week";"Used in Last Year";"Never Used";"Used in Last Year";"Used in Last Day";"Used in Last Day";"Used in Last Week";"Used in Last Year";"Never Used";"Used in Last Year";"Used in Last Month";"Used in Last Year";"Used in Last Decade";"Never Used";"Used in Last Year";"Used in Last Decade";"Used in Last Year";"Never Used";"Used in Last Year";1;1;1;1
"1171";1174;"18-24";"Female";"Some college or university, no certificate or degree";"USA";"White";"Low";"Low";"High";"Average";"Average";"Used in Last Month";"Never Used";"Never Used";"Used in Last Year";"Used in Last Day";"Used in Last Day";"Used in Last Day";"Never Used";"Never Used";"Used in Last Decade";"Never Used";"Never Used";"Used in Last Decade";"Used in Last Decade";"Never Used";"Never Used";"Used in Last Year";"Never Used";"Used in Last Decade";1;0;1;0
"1172";1175;"18-24";"Male";"Some college or university, no certificate or degree";"USA";"Other";"Low";"Very Low";"Average";"Low";"Average";"Used in Last Month";"Used in Last Week";"Never Used";"Used in Last Day";"Used in Last Day";"Used in Last Day";"Used in Last Day";"Used in Last Day";"Used over a Decade Ago";"Used in Last Year";"Used in Last Year";"Used in Last Year";"Used in Last Decade";"Used in Last Year";"Used in Last Year";"Used in Last Year";"Used in Last Day";"Never Used";"Never Used";1;1;1;1
"1173";1176;"25-34";"Male";"Masters degree";"USA";"White";"Low";"Very Low";"Average";"Low";"Average";"Used in Last Day";"Used in Last Day";"Never Used";"Never Used";"Used in Last Day";"Used in Last Month";"Used in Last Day";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Used over a Decade Ago";"Used over a Decade Ago";"Never Used";"Never Used";"Used in Last Week";"Never Used";"Never Used";1;0;1;1
"1174";1177;"18-24";"Male";"Some college or university, no certificate or degree";"USA";"Other";"Very Low";"Low";"Low";"Average";"Low";"Used in Last Year";"Used in Last Year";"Never Used";"Never Used";"Used in Last Day";"Used in Last Month";"Used in Last Week";"Never Used";"Never Used";"Used in Last Month";"Never Used";"Never Used";"Used in Last Month";"Used in Last Month";"Used in Last Decade";"Used in Last Year";"Never Used";"Never Used";"Never Used";1;1;1;1
"1175";1178;"18-24";"Male";"Some college or university, no certificate or degree";"Other";"White";"Low";"Low";"Average";"Very Low";"Low";"Used in Last Week";"Used in Last Decade";"Never Used";"Used in Last Day";"Used in Last Decade";"Used in Last Year";"Used in Last Week";"Used in Last Year";"Never Used";"Used in Last Year";"Never Used";"Never Used";"Used in Last Week";"Never Used";"Used in Last Week";"Never Used";"Never Used";"Never Used";"Never Used";1;1;1;1
"1176";1179;"25-34";"Female";"Some college or university, no certificate or degree";"USA";"White";"Very Low";"Low";"Average";"Average";"Low";"Used in Last Week";"Never Used";"Never Used";"Used in Last Year";"Used in Last Day";"Used in Last Decade";"Used in Last Week";"Used over a Decade Ago";"Never Used";"Used over a Decade Ago";"Never Used";"Never Used";"Never Used";"Used over a Decade Ago";"Never Used";"Used over a Decade Ago";"Never Used";"Never Used";"Never Used";1;0;0;0
"1177";1180;"25-34";"Female";"Masters degree";"USA";"White";"High";"Low";"High";"Very Low";"Very Low";"Used in Last Month";"Used in Last Day";"Never Used";"Used in Last Month";"Used in Last Day";"Used in Last Month";"Used in Last Day";"Used in Last Month";"Never Used";"Used over a Decade Ago";"Used in Last Year";"Used over a Decade Ago";"Used in Last Month";"Used over a Decade Ago";"Used in Last Month";"Never Used";"Used in Last Year";"Never Used";"Used in Last Decade";1;0;1;1
"1178";1181;"18-24";"Male";"Some college or university, no certificate or degree";"USA";"White";"Very Low";"Low";"Low";"Average";"Low";"Never Used";"Used in Last Year";"Never Used";"Used in Last Month";"Used in Last Day";"Used in Last Day";"Used in Last Year";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Used in Last Year";"Used in Last Year";"Used in Last Day";"Used in Last Year";"Never Used";"Never Used";"Never Used";0;0;1;1
"1179";1182;"18-24";"Male";"Some college or university, no certificate or degree";"USA";"White";"Very Low";"Very Low";"Average";"Low";"Low";"Used in Last Decade";"Never Used";"Never Used";"Never Used";"Used in Last Year";"Used in Last Day";"Used in Last Day";"Never Used";"Never Used";"Used in Last Decade";"Never Used";"Used in Last Decade";"Used in Last Decade";"Used in Last Decade";"Never Used";"Used in Last Decade";"Never Used";"Never Used";"Never Used";0;0;1;0
"1180";1183;"25-34";"Male";"Some college or university, no certificate or degree";"Other";"White";"Average";"Low";"Low";"Low";"Very Low";"Used in Last Week";"Used in Last Year";"Used in Last Decade";"Used in Last Year";"Used in Last Day";"Used in Last Month";"Used in Last Day";"Used in Last Month";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Used in Last Year";"Used in Last Decade";"Used in Last Year";"Used in Last Year";"Never Used";"Never Used";1;0;1;1
"1181";1184;"25-34";"Female";"Professional certificate/ diploma";"Australia";"White";"Low";"Low";"Low";"High";"Low";"Used in Last Day";"Used in Last Year";"Used in Last Decade";"Used in Last Year";"Used in Last Day";"Used in Last Month";"Used in Last Day";"Used in Last Year";"Never Used";"Used in Last Year";"Never Used";"Used in Last Month";"Used in Last Month";"Used in Last Month";"Used in Last Year";"Used in Last Month";"Used in Last Week";"Never Used";"Never Used";1;1;1;1
"1182";1185;"18-24";"Male";"University degree";"USA";"White";"Very Low";"Average";"Average";"Low";"Average";"Used in Last Week";"Used in Last Year";"Never Used";"Used in Last Year";"Used in Last Day";"Used in Last Day";"Used in Last Week";"Never Used";"Never Used";"Used in Last Month";"Never Used";"Used in Last Month";"Used in Last Year";"Used in Last Year";"Never Used";"Used in Last Year";"Never Used";"Never Used";"Never Used";1;1;1;1
"1183";1186;"45-54";"Male";"Left school at 16 years";"USA";"White";"Very Low";"Very Low";"Average";"Average";"Low";"Used in Last Month";"Used over a Decade Ago";"Never Used";"Used in Last Week";"Used in Last Day";"Used in Last Week";"Used in Last Month";"Used over a Decade Ago";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Used over a Decade Ago";"Used in Last Day";"Never Used";"Used over a Decade Ago";"Never Used";"Used over a Decade Ago";1;0;1;0
"1184";1187;"18-24";"Male";"Some college or university, no certificate or degree";"USA";"White";"Low";"Low";"Average";"Low";"Low";"Used in Last Week";"Used in Last Week";"Never Used";"Used in Last Year";"Used in Last Day";"Used in Last Week";"Used in Last Week";"Never Used";"Never Used";"Used in Last Year";"Used in Last Year";"Never Used";"Used in Last Month";"Never Used";"Used in Last Month";"Never Used";"Used in Last Day";"Never Used";"Used in Last Year";1;1;1;1
"1185";1188;"18-24";"Male";"Some college or university, no certificate or degree";"Other";"White";"Very Low";"Low";"Average";"Average";"Low";"Used in Last Day";"Never Used";"Never Used";"Used in Last Decade";"Used in Last Week";"Used in Last Month";"Used in Last Day";"Never Used";"Never Used";"Used in Last Year";"Never Used";"Never Used";"Used in Last Week";"Never Used";"Never Used";"Used in Last Year";"Used in Last Month";"Never Used";"Never Used";1;1;1;0
"1186";1189;"25-34";"Female";"University degree";"UK";"White";"Average";"Low";"Average";"Average";"Low";"Used in Last Week";"Never Used";"Used in Last Decade";"Never Used";"Used in Last Day";"Used in Last Year";"Used in Last Day";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Used in Last Decade";"Never Used";"Never Used";"Never Used";"Used in Last Decade";"Never Used";"Used over a Decade Ago";1;0;1;0
"1187";1190;"55-64";"Female";"Doctorate degree";"USA";"White";"Very Low";"Low";"Average";"Low";"Low";"Used in Last Day";"Used over a Decade Ago";"Used in Last Decade";"Used in Last Decade";"Used in Last Day";"Used in Last Day";"Used in Last Day";"Used in Last Decade";"Used over a Decade Ago";"Used in Last Decade";"Used over a Decade Ago";"Used over a Decade Ago";"Used in Last Week";"Used in Last Decade";"Never Used";"Used in Last Year";"Used in Last Day";"Never Used";"Never Used";1;0;1;0
"1188";1191;"18-24";"Male";"Some college or university, no certificate or degree";"Canada";"White";"Very Low";"Average";"Average";"Low";"Low";"Used in Last Month";"Used in Last Month";"Never Used";"Never Used";"Used in Last Day";"Used in Last Day";"Used in Last Week";"Used in Last Day";"Never Used";"Used in Last Month";"Never Used";"Never Used";"Used in Last Year";"Never Used";"Never Used";"Used in Last Year";"Used in Last Day";"Never Used";"Never Used";1;1;1;1
"1189";1192;"18-24";"Male";"Masters degree";"USA";"White";"Very Low";"Low";"Average";"Average";"Average";"Used in Last Week";"Never Used";"Never Used";"Never Used";"Used in Last Day";"Used in Last Week";"Used in Last Week";"Used in Last Decade";"Never Used";"Used in Last Year";"Never Used";"Never Used";"Used in Last Decade";"Used in Last Year";"Never Used";"Never Used";"Used in Last Decade";"Never Used";"Never Used";1;1;1;0
"1190";1193;"18-24";"Female";"Some college or university, no certificate or degree";"USA";"White";"Low";"Low";"Average";"Low";"Very Low";"Used in Last Year";"Used in Last Day";"Used in Last Decade";"Never Used";"Used in Last Day";"Never Used";"Used in Last Day";"Never Used";"Never Used";"Never Used";"Never Used";"Used in Last Month";"Used in Last Month";"Never Used";"Used in Last Decade";"Never Used";"Used in Last Month";"Never Used";"Never Used";1;0;0;1
"1191";1194;"18-24";"Male";"Left school at 18 years";"Canada";"White";"Average";"Very Low";"Average";"Average";"Very Low";"Used in Last Day";"Used in Last Day";"Used in Last Decade";"Used in Last Week";"Used in Last Month";"Used in Last Day";"Used in Last Month";"Used in Last Year";"Used in Last Decade";"Used in Last Year";"Never Used";"Used in Last Year";"Never Used";"Never Used";"Never Used";"Used in Last Year";"Used in Last Day";"Never Used";"Never Used";1;1;1;1
"1192";1195;"18-24";"Male";"Some college or university, no certificate or degree";"USA";"White";"Very Low";"Average";"Average";"Average";"Low";"Used in Last Week";"Used in Last Year";"Never Used";"Never Used";"Used in Last Month";"Used in Last Week";"Used in Last Month";"Never Used";"Never Used";"Used in Last Year";"Never Used";"Never Used";"Used in Last Year";"Used in Last Year";"Never Used";"Never Used";"Used in Last Week";"Never Used";"Never Used";1;1;1;1
"1193";1196;"35-44";"Male";"University degree";"USA";"White";"Low";"Low";"Average";"Low";"Average";"Used in Last Week";"Used in Last Decade";"Never Used";"Used in Last Week";"Used in Last Day";"Never Used";"Used in Last Day";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Used in Last Decade";"Never Used";"Never Used";1;0;0;0
"1194";1197;"18-24";"Male";"Some college or university, no certificate or degree";"USA";"White";"Average";"Low";"Average";"Low";"Very Low";"Used in Last Week";"Used in Last Year";"Never Used";"Used in Last Week";"Used in Last Day";"Used in Last Decade";"Used in Last Day";"Never Used";"Never Used";"Used in Last Week";"Never Used";"Never Used";"Used in Last Week";"Used in Last Decade";"Never Used";"Used in Last Week";"Used in Last Week";"Never Used";"Never Used";1;1;0;1
"1195";1198;"18-24";"Male";"Some college or university, no certificate or degree";"USA";"White";"Low";"Low";"Low";"Low";"Low";"Used in Last Month";"Used in Last Year";"Never Used";"Never Used";"Used in Last Day";"Used in Last Day";"Used in Last Week";"Used in Last Year";"Never Used";"Used in Last Year";"Never Used";"Never Used";"Used in Last Year";"Never Used";"Never Used";"Used in Last Year";"Used in Last Week";"Never Used";"Never Used";1;1;1;1
"1196";1199;"25-34";"Male";"University degree";"Canada";"White";"Very Low";"Low";"Average";"Very Low";"Low";"Never Used";"Used in Last Day";"Never Used";"Never Used";"Used in Last Year";"Never Used";"Used in Last Day";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Used in Last Day";"Never Used";"Never Used";"Never Used";"Never Used";0;0;0;1
"1197";1200;"25-34";"Male";"Left school at 16 years";"USA";"White";"Very Low";"Very Low";"Low";"Low";"Low";"Used in Last Week";"Never Used";"Never Used";"Used in Last Year";"Used in Last Day";"Used in Last Day";"Used in Last Year";"Used in Last Decade";"Never Used";"Used in Last Decade";"Never Used";"Never Used";"Never Used";"Never Used";"Used in Last Week";"Used in Last Year";"Used in Last Day";"Never Used";"Never Used";1;0;1;0
"1198";1201;"18-24";"Male";"Some college or university, no certificate or degree";"USA";"White";"High";"Very Low";"Low";"Average";"Very Low";"Used in Last Year";"Never Used";"Never Used";"Never Used";"Used in Last Day";"Used in Last Month";"Used in Last Week";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Used in Last Day";"Never Used";"Never Used";"Used in Last Year";"Used in Last Day";"Never Used";"Never Used";1;0;1;0
"1199";1202;"25-34";"Female";"University degree";"Other";"White";"Low";"Very Low";"Average";"Average";"Very Low";"Used in Last Day";"Never Used";"Never Used";"Never Used";"Used in Last Day";"Never Used";"Used in Last Day";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";1;0;0;0
"1200";1203;"18-24";"Male";"Some college or university, no certificate or degree";"USA";"White";"Low";"Average";"High";"Low";"Low";"Used in Last Week";"Used in Last Month";"Used in Last Month";"Used in Last Month";"Used in Last Week";"Used in Last Day";"Used in Last Month";"Used in Last Week";"Never Used";"Used in Last Month";"Used in Last Day";"Never Used";"Used in Last Month";"Used in Last Year";"Used in Last Month";"Used in Last Month";"Used in Last Week";"Never Used";"Never Used";1;1;1;1
